bus_index,bus_label,true_vm_pu,true_va_deg,pandapower_vm_pu,pandapower_va_deg,pandapower_vm_err_pu,pandapower_va_err_deg,Rust_StateRustimation_vm_pu,Rust_StateRustimation_va_deg,Rust_StateRustimation_vm_err_pu,Rust_StateRustimation_va_err_deg
1039,1039,1.03954079,24.52274191,1.04014607,24.54284743,6.05284556e-04,2.01055295e-02,1.04020316,24.54267925,6.62377048e-04,1.99373427e-02
1040,1040,1.04793312,34.30284563,1.04802394,34.37701379,9.08134036e-05,7.41681591e-02,1.04805092,34.37648693,1.17792051e-04,7.36412970e-02
1041,1041,1.03835273,24.35769612,1.03895347,24.36302663,6.00742339e-04,5.33050877e-03,1.03908555,24.36188516,7.32817997e-04,4.18903750e-03
1042,1042,1.04909212,22.83508214,1.04918951,22.88665507,9.73941213e-05,5.15729244e-02,1.04932407,22.88602508,2.31946401e-04,5.09429378e-02
1043,1043,1.04703247,23.15183506,1.04626633,23.19990331,7.66138313e-04,4.80682428e-02,1.04652609,23.20000491,5.06381273e-04,4.81698412e-02
1044,1044,1.03656983,23.25143422,1.03616629,23.29967955,4.03546016e-04,4.82453314e-02,1.03632960,23.29727696,2.40234321e-04,4.58427437e-02
1045,1045,1.05094732,22.79448020,1.05126303,22.84480635,3.15717965e-04,5.03261484e-02,1.05138119,22.84463148,4.33871395e-04,5.01512752e-02
1046,1046,1.04142225,23.80958566,1.04216434,23.81985461,7.42087339e-04,1.02689534e-02,1.04223216,23.81931289,8.09916789e-04,9.72723023e-03
1047,1047,1.05244374,24.05682016,1.05258185,24.11441187,1.38103708e-04,5.75917169e-02,1.05275374,24.11262559,3.10002740e-04,5.58054308e-02
1048,1048,1.05462651,23.99998080,1.05548890,24.07961487,8.62396791e-04,7.96340658e-02,1.05577867,24.07779615,1.15216542e-03,7.78153526e-02
1049,1049,1.05718065,24.23085915,1.05718443,24.30518571,3.77603672e-06,7.43265593e-02,1.05731624,24.30509021,1.35585374e-04,7.42310552e-02
1050,1050,1.05889635,24.51537889,1.05929847,24.58191073,4.02114689e-04,6.65318448e-02,1.05942884,24.58175807,5.32487524e-04,6.63791841e-02
1051,1051,1.04958022,29.36619631,1.05103883,29.43329168,1.45860813e-03,6.70953716e-02,1.05108939,29.43260747,1.50917240e-03,6.64111608e-02
1052,1052,1.04195176,23.79639346,1.04291008,23.81912137,9.58322341e-04,2.27279168e-02,1.04301166,23.81868907,1.05990844e-03,2.22956108e-02
1053,1053,1.05142193,22.81331918,1.05147223,22.86874670,5.03014413e-05,5.54275179e-02,1.05169740,22.86647146,2.75466830e-04,5.31522795e-02
1054,1054,1.05733632,24.10608693,1.05790743,24.17850181,5.71103190e-04,7.24148726e-02,1.05804926,24.17807259,7.12934874e-04,7.19856569e-02
1055,1055,1.05617346,23.75021574,1.05610207,23.84158715,7.13844294e-05,9.13714055e-02,1.05624596,23.84117861,7.25091204e-05,9.09628666e-02
1056,1056,1.00933445,23.82913626,1.00934037,23.83802332,5.92104001e-06,8.88706343e-03,1.00946237,23.83493991,1.27916713e-04,5.80365154e-03
1057,1057,1.01243485,23.76756688,1.01240651,23.78552550,2.83456744e-05,1.79586178e-02,1.01253248,23.78245442,9.76272484e-05,1.48875381e-02
1058,1058,1.01222070,25.20089916,1.01231993,25.22657816,9.92361793e-05,2.56790019e-02,1.01243399,25.22371601,2.13297935e-04,2.28168496e-02
1059,1059,1.01222156,25.20089463,1.01244285,25.22640162,2.21288985e-04,2.55069901e-02,1.01255752,25.22331997,3.35964470e-04,2.24253396e-02
1060,1060,1.01088751,23.79824293,1.01116488,23.80693362,2.77369005e-04,8.69068654e-03,1.01131128,23.80394205,4.23766157e-04,5.69912167e-03
1061,1061,1.02448748,23.52189133,1.02412511,23.56338578,3.62374339e-04,4.14944521e-02,1.02427360,23.56042163,2.13881409e-04,3.85302923e-02
1062,1062,1.05121526,35.27646795,1.05086343,35.31029178,3.51834889e-04,3.38238230e-02,1.05094950,35.30778794,2.65765329e-04,3.13199839e-02
1063,1063,1.05121703,35.27653501,1.05070389,35.30952738,5.13139431e-04,3.29923681e-02,1.05079081,35.30713263,4.26221381e-04,3.05976218e-02
1064,1064,1.03640104,32.28088515,1.03599053,32.29736190,4.10506248e-04,1.64767473e-02,1.03606675,32.29524542,3.34289012e-04,1.43602626e-02
1065,1065,1.03640637,32.28082049,1.03621255,32.30163282,1.93815409e-04,2.08123344e-02,1.03628379,32.29952719,1.22574582e-04,1.87067051e-02
1066,1066,1.03576936,23.73848100,1.03498623,23.78211161,7.83134888e-04,4.36306081e-02,1.03518262,23.78030269,5.86738595e-04,4.18216926e-02
1067,1067,1.02803261,23.66943954,1.02965099,23.77399988,1.61837284e-03,1.04560343e-01,1.02982130,23.77100980,1.78868278e-03,1.01570261e-01
1068,1068,1.05636013,36.59857886,1.05477173,36.72558712,1.58839679e-03,1.27008257e-01,1.05499731,36.72288221,1.36282079e-03,1.24303355e-01
1069,1069,1.05559589,23.95337383,1.05682587,24.03963365,1.22997969e-03,8.62598192e-02,1.05704641,24.03932490,1.45051311e-03,8.59510626e-02
1070,1070,1.04647567,23.30736499,1.05105776,23.14701663,4.58208817e-03,1.60348355e-01,1.05140989,23.14822116,4.93422018e-03,1.59143829e-01
1071,1071,1.03633435,32.28103598,1.03619213,32.23635669,1.42218087e-04,4.46792905e-02,1.03625628,32.23448407,7.80653107e-05,4.65519035e-02
1072,1072,1.05718114,24.23084716,1.05717793,24.30442890,3.21631636e-06,7.35817404e-02,1.05730932,24.30435532,1.28174019e-04,7.35081581e-02
1073,1073,1.05718282,24.23080621,1.05717517,24.30444988,7.65336516e-06,7.36436639e-02,1.05730620,24.30438073,1.23377774e-04,7.35745217e-02
1074,1074,1.08677188,24.51278552,1.08663284,24.50044391,1.39035186e-04,1.23416082e-02,1.08674472,24.49550745,2.71606422e-05,1.72780646e-02
1075,1075,1.08735359,24.45549370,1.08733447,24.45334780,1.91232813e-05,2.14589841e-03,1.08743914,24.44853323,8.55483765e-05,6.96046332e-03
1076,1076,1.01973215,25.26551986,1.02001629,25.25141465,2.84141212e-04,1.41052069e-02,1.02096739,25.23364513,1.23523844e-03,3.18747268e-02
1077,1077,1.02000994,25.30991200,1.02028967,25.29597594,2.79721540e-04,1.39360551e-02,1.02124127,25.27811146,1.23132226e-03,3.18005412e-02
1078,1078,1.01966848,25.26181310,1.01994689,25.24776511,2.78409821e-04,1.40479876e-02,1.02089791,25.22999575,1.22943246e-03,3.18173503e-02
1079,1079,1.01889434,24.84089771,1.01913076,24.82733842,2.36418028e-04,1.35592838e-02,1.02002748,24.81141243,1.13313606e-03,2.94852717e-02
1080,1080,1.01885394,24.83748434,1.01912424,24.82214536,2.70304378e-04,1.53389839e-02,1.02002254,24.80643503,1.16860689e-03,3.10493149e-02
1081,1081,1.04997599,32.41897838,1.05041356,32.41594251,4.37570424e-04,3.03586660e-03,1.05136825,32.38527152,1.39226629e-03,3.37068590e-02
1082,1082,1.05000000,32.42919052,1.05043765,32.42615812,4.37649733e-04,3.03239678e-03,1.05139233,32.39546861,1.39232706e-03,3.37219091e-02
1083,1083,1.05000000,32.42919052,1.05043789,32.42618601,4.37888372e-04,3.00450445e-03,1.05139257,32.39549645,1.39256549e-03,3.36940674e-02
1084,1084,1.05000000,32.42919052,1.05043674,32.42615881,4.36741624e-04,3.03170624e-03,1.05139143,32.39547369,1.39143304e-03,3.37168301e-02
1085,1085,0.99319534,-19.23272315,0.99315580,-19.24856447,3.95364977e-05,1.58413166e-02,0.99336802,-19.24250712,1.72685949e-04,9.78396327e-03
1086,1086,0.99324051,-19.23129403,0.99323635,-19.25329348,4.16235009e-06,2.19994580e-02,0.99345729,-19.24902874,2.16782641e-04,1.77347165e-02
1087,1087,0.99326355,-19.22910610,0.99330703,-19.24662049,4.34838457e-05,1.75143893e-02,0.99349944,-19.24113653,2.35884610e-04,1.20304263e-02
1088,1088,0.98781510,-19.56124913,0.98824258,-19.51834304,4.27483238e-04,4.29060885e-02,0.98842914,-19.51115914,6.14034642e-04,5.00899907e-02
1089,1089,0.99161949,-19.27371695,0.99298050,-19.27356037,1.36100338e-03,1.56584528e-04,0.99318120,-19.26885603,1.56171050e-03,4.86092754e-03
1090,1090,0.99220019,-19.25007781,0.99375971,-19.24969070,1.55951436e-03,3.87113159e-04,0.99397485,-19.24542189,1.77465789e-03,4.65591699e-03
1091,1091,0.99213566,-19.24781970,0.99354228,-19.24041264,1.40661663e-03,7.40705689e-03,0.99373559,-19.23570336,1.59993162e-03,1.21163376e-02
1092,1092,1.01322334,-18.06535985,1.01352446,-18.07852777,3.01120507e-04,1.31679167e-02,1.01372597,-18.07575776,5.02623552e-04,1.03979010e-02
1093,1093,1.00524194,-18.55284736,1.00528923,-18.53673639,4.72932015e-05,1.61109717e-02,1.00550306,-18.53256060,2.61122477e-04,2.02867571e-02
1094,1094,0.99463571,-19.15733976,0.99466078,-19.13087626,2.50741745e-05,2.64635047e-02,0.99484850,-19.12225893,2.12789992e-04,3.50808299e-02
1095,1095,0.96993358,-9.18309552,0.97001553,-9.16885168,8.19520326e-05,1.42438321e-02,0.97009632,-9.16589199,1.62739256e-04,1.72035302e-02
1096,1096,0.97002749,-9.20510528,0.96836674,-9.18401803,1.66075306e-03,2.10872467e-02,0.96852358,-9.17957074,1.50390506e-03,2.55345385e-02
1097,1097,0.97012329,-9.22745313,0.96993248,-9.21492170,1.90809360e-04,1.25314216e-02,0.97001131,-9.21201673,1.11978075e-04,1.54363974e-02
1098,1098,0.96999850,-11.05301287,0.96976611,-11.04753712,2.32382185e-04,5.47575171e-03,0.96981797,-11.04467250,1.80520906e-04,8.34037070e-03
1099,1099,0.99099014,-17.56184619,0.99108608,-17.55053625,9.59437334e-05,1.13099418e-02,0.99119665,-17.54662364,2.06514792e-04,1.52225493e-02
1100,1100,0.99099007,-17.56184547,0.99107908,-17.55061356,8.90102062e-05,1.12319073e-02,0.99118979,-17.54670470,1.99721151e-04,1.51407750e-02
1101,1101,1.01328350,-18.06688844,1.01355448,-18.08327687,2.70987039e-04,1.63884347e-02,1.01375758,-18.08049749,4.74087275e-04,1.36090549e-02
1102,1102,1.01328350,-18.06688844,1.01418719,-18.09039328,9.03694419e-04,2.35048394e-02,1.01438279,-18.08743563,1.09928880e-03,2.05471895e-02
1103,1103,1.01328350,-18.06688844,1.01314577,-18.09153782,1.37727725e-04,2.46493788e-02,1.01334945,-18.08874499,6.59499227e-05,2.18565540e-02
1104,1104,0.92246534,-13.60796840,0.92248756,-13.61531638,2.22165829e-05,7.34797708e-03,0.92286391,-13.61093108,3.98573116e-04,2.96267779e-03
1105,1105,0.92246534,-13.60796840,0.92318367,-13.65840294,7.18332273e-04,5.04345377e-02,0.92361220,-13.65976213,1.14685616e-03,5.17937258e-02
1106,1106,0.92246534,-13.60796840,0.92256973,-13.60380464,1.04388673e-04,4.16376517e-03,0.92297437,-13.59963709,5.09031747e-04,8.33131171e-03
1107,1107,0.97173267,-13.68147840,0.97234207,-13.75636869,6.09405046e-04,7.48902858e-02,0.97223171,-13.75411820,4.99042496e-04,7.26397937e-02
1108,1108,0.97173152,-13.68145417,0.97322666,-13.84278992,1.49513912e-03,1.61335758e-01,0.97308426,-13.84264828,1.35273825e-03,1.61194118e-01
1109,1109,0.97173040,-13.68142988,0.97286070,-13.74371770,1.13029746e-03,6.22878202e-02,0.97273621,-13.74176467,1.00581599e-03,6.03347840e-02
1110,1110,1.01723179,-4.33763492,1.01739640,-4.36161146,1.64607296e-04,2.39765396e-02,1.01760285,-4.36173729,3.71055168e-04,2.41023686e-02
1111,1111,1.01980173,-4.26205250,1.02075084,-4.28988193,9.49115730e-04,2.78294267e-02,1.02091823,-4.28882566,1.11650266e-03,2.67731533e-02
1112,1112,1.02058763,-4.26339145,1.02222738,-4.27614062,1.63975047e-03,1.27491687e-02,1.02240806,-4.27499022,1.82043688e-03,1.15987682e-02
1113,1113,0.97007018,-13.17055960,0.97085172,-13.21321262,7.81541487e-04,4.26530252e-02,0.97090905,-13.21377544,8.38872117e-04,4.32158446e-02
1114,1114,0.97007027,-13.17055983,0.97085192,-13.21313982,7.81646827e-04,4.25799879e-02,0.97090914,-13.21370260,8.38867858e-04,4.31427754e-02
1115,1115,0.96990159,-11.18512525,0.97047459,-11.17231782,5.73001144e-04,1.28074280e-02,0.97052104,-11.16903646,6.19452141e-04,1.60887949e-02
1116,1116,0.97032911,-13.17137893,0.97050292,-13.24817416,1.73808043e-04,7.67952322e-02,0.97050816,-13.24587814,1.79047885e-04,7.44992079e-02
1117,1117,0.97017324,-13.17239758,0.97103516,-13.35079348,8.61922594e-04,1.78395902e-01,0.97092835,-13.34769207,7.55110241e-04,1.75294490e-01
1118,1118,0.98909688,-19.53481741,0.99034438,-19.52073264,1.24750352e-03,1.40847774e-02,0.99049313,-19.50603343,1.39625165e-03,2.87839884e-02
1119,1119,0.98909688,-19.53481741,0.99147931,-19.52206577,2.38242814e-03,1.27516488e-02,0.99161932,-19.50729338,2.52244522e-03,2.75240329e-02
1120,1120,0.98918158,-19.53580162,0.98996177,-19.51466020,7.80192068e-04,2.11414253e-02,0.99012264,-19.49856660,9.41061789e-04,3.72350218e-02
1121,1121,1.01613877,-3.82419546,1.01631125,-3.85740825,1.72479943e-04,3.32127965e-02,1.01649954,-3.85816186,3.60770077e-04,3.39664077e-02
1122,1122,1.01613877,-3.82419546,1.01650358,-3.88777530,3.64810558e-04,6.35798487e-02,1.01673104,-3.88881813,5.92276729e-04,6.46226745e-02
1123,1123,1.01613877,-3.82419546,1.01636071,-3.86105166,2.21945107e-04,3.68562010e-02,1.01655110,-3.86183180,4.12334567e-04,3.76363476e-02
1124,1124,0.96987943,-11.15424894,0.97086361,-11.07766092,9.84179566e-04,7.65880181e-02,0.97087338,-11.07364993,9.93941758e-04,8.05990108e-02
1125,1125,0.97006865,-11.12528214,0.97119267,-11.02125796,1.12401901e-03,1.04024184e-01,0.97119989,-11.01712864,1.13124432e-03,1.08153506e-01
1126,1126,0.99621056,-19.13503039,0.99640383,-19.13534725,1.93269799e-04,3.16857696e-04,0.99663352,-19.13444354,4.22955404e-04,5.86850015e-04
1127,1127,0.99613038,-19.12773827,0.99613405,-19.16864227,3.66940014e-06,4.09039969e-02,0.99639281,-19.16832578,2.62428166e-04,4.05875056e-02
1128,1128,0.99710775,-19.17908236,0.99737024,-19.17832047,2.62487173e-04,7.61890219e-04,0.99759682,-19.17736283,4.89069983e-04,1.71953193e-03
1129,1129,0.99604705,-19.12023840,0.99610160,-19.11738651,5.45503536e-05,2.85189346e-03,0.99633302,-19.11650792,2.85974140e-04,3.73048597e-03
1130,1130,0.99604667,-19.12020021,0.99610670,-19.11739548,6.00282713e-05,2.80473604e-03,0.99633783,-19.11650737,2.91154923e-04,3.69284445e-03
1131,1131,0.99700856,-19.18370513,0.99726120,-19.18249219,2.52644890e-04,1.21294700e-03,0.99748928,-19.18146641,4.80726474e-04,2.23872583e-03
1132,1132,0.98472125,-19.48012001,0.98506681,-19.46236777,3.45557585e-04,1.77522416e-02,0.98522401,-19.45492512,5.02758913e-04,2.51948918e-02
1133,1133,0.98472473,-19.48019384,0.98449154,-19.45303407,2.33189550e-04,2.71597752e-02,0.98473734,-19.44636605,1.26140621e-05,3.38277881e-02
1134,1134,0.98472821,-19.48026763,0.98506728,-19.47196232,3.39074030e-04,8.30531868e-03,0.98522823,-19.46434353,5.00027511e-04,1.59241052e-02
1135,1135,0.98484872,-19.48337327,0.98534617,-19.46917793,4.97454178e-04,1.41953364e-02,0.98550848,-19.46163544,6.59757662e-04,2.17378260e-02
1136,1136,0.98481344,-19.48245194,0.98517898,-19.47481438,3.65548665e-04,7.63755967e-03,0.98533909,-19.46723810,5.25658891e-04,1.52138385e-02
1137,1137,0.98536932,-19.49739095,0.98530466,-19.51096212,6.46607744e-05,1.35711726e-02,0.98547590,-19.50352976,1.06582582e-04,6.13880966e-03
1138,1138,0.99036398,-19.32024108,0.99138590,-19.31613804,1.02192070e-03,4.10303620e-03,0.99158718,-19.31130763,1.22319848e-03,8.93344982e-03
1139,1139,0.98472841,-19.48027738,0.98508893,-19.48200640,3.60522213e-04,1.72902514e-03,0.98524608,-19.47431599,5.17673761e-04,5.96138203e-03
1140,1140,0.98472510,-19.48010101,0.98509509,-19.47536926,3.69992345e-04,4.73174156e-03,0.98524411,-19.46764450,5.19011360e-04,1.24565062e-02
1141,1141,0.98489912,-19.48464800,0.98540813,-19.43707442,5.09010529e-04,4.75735839e-02,0.98557011,-19.42959087,6.70990687e-04,5.50571313e-02
1142,1142,0.98489472,-19.48464250,0.98524131,-19.43912046,3.46591958e-04,4.55220372e-02,0.98543570,-19.43202790,5.40981228e-04,5.26145942e-02
1143,1143,0.98472087,-19.48010114,0.98630326,-19.57709565,1.58238649e-03,9.69945094e-02,0.98651109,-19.56882604,1.79021940e-03,8.87249006e-02
1144,1144,0.98541581,-19.49836196,0.98568210,-19.51210910,2.66289092e-04,1.37471398e-02,0.98583421,-19.50444582,4.18396584e-04,6.08385809e-03
1145,1145,0.98472087,-19.48010115,0.98509053,-19.47545867,3.69663143e-04,4.64248634e-03,0.98523956,-19.46773440,5.18690317e-04,1.23667512e-02
1146,1146,0.98539272,-19.49792068,0.98618769,-19.50831851,7.94963756e-04,1.03978291e-02,0.98636044,-19.50055113,9.67722769e-04,2.63044822e-03
1147,1147,1.01322334,-18.06535985,1.01359463,-18.09885570,3.71281726e-04,3.34958425e-02,1.01404472,-18.10862397,8.21378799e-04,4.32641198e-02
1148,1148,1.02329157,-4.23056191,1.02358237,-4.24578745,2.90801875e-04,1.52255408e-02,1.02377517,-4.24461799,4.83605036e-04,1.40560815e-02
1149,1149,1.02145744,-4.07231345,1.02311802,-4.07783936,1.66057521e-03,5.52590420e-03,1.02334174,-4.07768920,1.88429358e-03,5.37574643e-03
1150,1150,1.02308563,-4.23184525,1.02337666,-4.24642918,2.91031773e-04,1.45839220e-02,1.02356790,-4.24526330,4.82269691e-04,1.34180437e-02
1151,1151,1.01959811,-3.91251637,1.01915952,-3.97144530,4.38589224e-04,5.89289307e-02,1.01937990,-3.97273171,2.18207644e-04,6.02153461e-02
1152,1152,1.02148326,-4.07176022,1.01992466,-4.13065327,1.55859555e-03,5.88930527e-02,1.02020129,-4.13060406,1.28196880e-03,5.88438344e-02
1153,1153,1.01966790,-3.91353447,1.01922970,-3.97261659,4.38195024e-04,5.90821224e-02,1.01945034,-3.97391763,2.17560532e-04,6.03831534e-02
1154,1154,1.01959193,-3.91231971,1.01969991,-3.94467825,1.07976694e-04,3.23585426e-02,1.01991412,-3.94586400,3.22185140e-04,3.35442910e-02
1155,1155,1.01966175,-3.91333929,1.01975764,-3.94575080,9.58920097e-05,3.24115064e-02,1.01997208,-3.94694674,3.10328081e-04,3.36074454e-02
1156,1156,1.02335665,-4.23088683,1.02347800,-4.26557468,1.21351478e-04,3.46878564e-02,1.02371348,-4.26451252,3.56829701e-04,3.36256932e-02
1157,1157,1.02314409,-4.23218135,1.02330722,-4.26568088,1.63131284e-04,3.34995295e-02,1.02353794,-4.26459435,3.93845975e-04,3.24130075e-02
1158,1158,0.98797541,-19.51239240,0.98865848,-19.49921532,6.83068419e-04,1.31770716e-02,0.98878814,-19.48857241,8.12730470e-04,2.38199871e-02
1159,1159,0.98825327,-19.51506472,0.98665764,-19.46675937,1.59563578e-03,4.83053494e-02,0.98691729,-19.45251823,1.33597866e-03,6.25464880e-02
1160,1160,0.98806533,-19.51218700,0.98881838,-19.49291446,7.53048199e-04,1.92725436e-02,0.98893927,-19.48201068,8.73935825e-04,3.01763217e-02
1161,1161,0.98809179,-19.51243789,0.98988119,-19.46155934,1.78940135e-03,5.08785541e-02,0.99006730,-19.45092801,1.97551241e-03,6.15098817e-02
1162,1162,0.98896187,-19.52959513,0.98990499,-19.49821991,9.43117791e-04,3.13752289e-02,0.99006686,-19.48491970,1.10499621e-03,4.46754317e-02
1163,1163,0.98841615,-19.52054979,0.98767745,-19.32719609,7.38702825e-04,1.93353695e-01,0.98793530,-19.31287891,4.80849006e-04,2.07670876e-01
1164,1164,0.98810475,-19.51300901,0.98908627,-19.42275895,9.81515553e-04,9.02500593e-02,0.98926668,-19.41174375,1.16193129e-03,1.01265259e-01
1165,1165,0.98918158,-19.53580162,0.98992847,-19.51807090,7.46883701e-04,1.77307224e-02,0.99006437,-19.49496201,8.82789027e-04,4.08396105e-02
1166,1166,0.98896650,-19.52966138,0.98990369,-19.49872103,9.37194728e-04,3.09403502e-02,0.99006560,-19.48540472,1.09909801e-03,4.42566577e-02
1167,1167,0.98803267,-19.51371194,0.98884385,-19.49458097,8.11180743e-04,1.91309688e-02,0.98898395,-19.48415291,9.51280171e-04,2.95590320e-02
1168,1168,0.98815636,-19.51146652,0.98889285,-19.49656846,7.36493105e-04,1.48980570e-02,0.98901385,-19.48597013,8.57491715e-04,2.54963892e-02
1169,1169,0.98865238,-19.52304488,0.98950660,-19.48656952,8.54215351e-04,3.64753618e-02,0.98966325,-19.47439792,1.01086543e-03,4.86469594e-02
1170,1170,1.02126022,-4.24034437,1.02164917,-4.25089073,3.88949346e-04,1.05463571e-02,1.02182860,-4.24983976,5.68383903e-04,9.49538762e-03
1171,1171,1.02154922,-4.24390903,1.02176384,-4.25811368,2.14624115e-04,1.42046482e-02,1.02194403,-4.25706359,3.94811300e-04,1.31545602e-02
1172,1172,1.01395428,-4.39422648,1.01410717,-4.41998640,1.52881737e-04,2.57599197e-02,1.01437839,-4.42170189,4.24103993e-04,2.74754116e-02
1173,1173,0.99446348,-19.19090066,0.99482479,-19.21949594,3.61309459e-04,2.85952800e-02,0.99520856,-19.23313139,7.45079169e-04,4.22307292e-02
1174,1174,0.99536113,-19.10811693,0.99549122,-19.09372897,1.30097430e-04,1.43879576e-02,0.99572503,-19.09419098,3.63899320e-04,1.39259487e-02
1175,1175,0.99326089,-19.24736048,0.99386958,-19.26336067,6.08695230e-04,1.60001896e-02,0.99416087,-19.26898258,8.99981476e-04,2.16221012e-02
1176,1176,1.02311499,-4.23201333,1.02372605,-4.32804185,6.11059505e-04,9.60285161e-02,1.02404713,-4.32622651,9.32141375e-04,9.42131795e-02
1177,1177,0.99710775,-19.17908236,0.99820628,-19.13545608,1.09852253e-03,4.36262893e-02,0.99829791,-19.13946156,1.19015994e-03,3.96208062e-02
1178,1178,0.99036398,-19.32024108,0.99079860,-19.26898214,4.34614207e-04,5.12589352e-02,0.99104081,-19.26508741,6.76829936e-04,5.51536683e-02
1179,1179,0.99176444,-19.27429704,0.99317742,-19.27729804,1.41298071e-03,3.00099390e-03,0.99338317,-19.27266892,1.61872633e-03,1.62812226e-03
1180,1180,0.99249888,-19.25072685,0.99400948,-19.27665011,1.51059928e-03,2.59232622e-02,0.99422719,-19.27052516,1.72830593e-03,1.97983133e-02
1181,1181,0.99267571,-19.24226899,0.99406852,-19.19693626,1.39281160e-03,4.53327222e-02,0.99426234,-19.19115601,1.58663005e-03,5.11129763e-02
1182,1182,0.99622141,-19.19708829,0.99647332,-19.20819755,2.51907843e-04,1.11092527e-02,0.99669604,-19.20662375,4.74632950e-04,9.53545768e-03
1183,1183,0.99622141,-19.19708829,0.99740070,-19.25048590,1.17928758e-03,5.33976113e-02,0.99763915,-19.25104378,1.41774106e-03,5.39554880e-02
1184,1184,0.99695551,-19.18358050,0.99595707,-19.16048217,9.98442114e-04,2.30983323e-02,0.99623692,-19.16017793,7.18588345e-04,2.34025762e-02
1185,1185,1.00792911,-4.99183349,1.00826174,-5.01388998,3.32629212e-04,2.20564919e-02,1.00893997,-5.02337601,1.01085538e-03,3.15425218e-02
1186,1186,0.99452729,-6.01340259,0.99516616,-6.03486431,6.38868614e-04,2.14617251e-02,0.99703587,-6.05063639,2.50857657e-03,3.72338094e-02
1187,1187,0.97384479,-8.33027989,0.97395274,-8.32069580,1.07947823e-04,9.58409475e-03,0.97420595,-8.32057982,3.61159536e-04,9.70007567e-03
1188,1188,0.98759431,-7.09300277,0.98788005,-7.10145149,2.85743019e-04,8.44872050e-03,0.98786038,-7.09693833,2.66070021e-04,3.93555734e-03
1189,1189,0.96983674,-9.56317093,0.97006286,-9.54345503,2.26126151e-04,1.97159011e-02,0.97014260,-9.54044473,3.05862762e-04,2.27261990e-02
1190,1190,1.00524194,-18.55284736,1.00482602,-18.54101769,4.15921697e-04,1.18296708e-02,1.00508236,-18.53754700,1.59585263e-04,1.53003573e-02
1191,1191,0.92198181,-13.60232797,0.92206892,-13.59604521,8.71019056e-05,6.28276648e-03,0.92245091,-13.59179994,4.69092552e-04,1.05280339e-02
1192,1192,0.92184644,-13.59851653,0.92201649,-13.59428639,1.70047270e-04,4.23014387e-03,0.92239046,-13.58992752,5.44017328e-04,8.58900517e-03
1193,1193,0.98759431,-7.09300277,0.98580235,-7.09326615,1.79196391e-03,2.63373414e-04,0.98555937,-7.08873323,2.03494398e-03,4.26954218e-03
1194,1194,0.98896187,-19.52959513,0.98980992,-19.44103212,8.48055862e-04,8.85630121e-02,0.98998453,-19.42667009,1.02266685e-03,1.02925050e-01
1195,1195,0.98819981,-19.51265840,0.98900714,-19.49301345,8.07326569e-04,1.96449451e-02,0.98913934,-19.48236255,9.39528790e-04,3.02958440e-02
1196,1196,0.99040727,-19.47739854,0.99031410,-19.40982752,9.31687150e-05,6.75710205e-02,0.99046523,-19.40300999,5.79538727e-05,7.43885557e-02
1197,1197,1.01379514,-4.45396730,1.01396755,-4.47812557,1.72408620e-04,2.41582695e-02,1.01425759,-4.48007408,4.62446981e-04,2.61067750e-02
1198,1198,0.99209011,-6.66361375,0.99285252,-6.68466242,7.62401746e-04,2.10486697e-02,0.99288131,-6.68145663,7.91193108e-04,1.78428834e-02
1199,1199,1.01395428,-4.39422648,1.01498593,-4.60331509,1.03164826e-03,2.09088612e-01,1.01494942,-4.60185761,9.95131558e-04,2.07631125e-01
1200,1200,0.98481354,-19.48244724,0.98517361,-19.47363882,3.60070546e-04,8.80841678e-03,0.98533407,-19.46606686,5.20525691e-04,1.63803833e-02
1201,1201,0.98477117,-19.48137298,0.98328694,-19.52479098,1.48422667e-03,4.34180007e-02,0.98344677,-19.51699828,1.32440265e-03,3.56253040e-02
1202,1202,0.98472893,-19.48029788,0.98508695,-19.48201357,3.58021587e-04,1.71568133e-03,0.98524430,-19.47432471,5.15368632e-04,5.97317710e-03
1203,1203,1.01966483,-3.91343725,1.01880732,-4.33559113,8.57513095e-04,4.22153885e-01,1.01896001,-4.33752301,7.04820529e-04,4.24085765e-01
1204,1204,1.01966482,-3.91343688,1.02053393,-3.86829183,8.69110907e-04,4.51450531e-02,1.02068728,-3.87041353,1.02246142e-03,4.30233559e-02
1205,1205,0.99463571,-19.15733976,0.99339413,-19.10700677,1.24157875e-03,5.03329878e-02,0.99365532,-19.09777476,9.80383824e-04,5.95650053e-02
1206,1206,0.97128175,-13.66952640,0.96920850,-13.74743734,2.07325331e-03,7.79109421e-02,0.96905947,-13.74860814,2.22228137e-03,7.90817341e-02
1207,1207,0.97128175,-13.66952640,0.96920747,-13.74749172,2.07427701e-03,7.79653190e-02,0.96905844,-13.74866292,2.22330980e-03,7.91365132e-02
1208,1208,0.98489686,-19.48464519,0.98444986,-19.34180100,4.46997230e-04,1.42844191e-01,0.98467591,-19.33407499,2.20950286e-04,1.50570203e-01
1209,1209,0.99272079,-19.24071219,0.99517423,-19.25287637,2.45344406e-03,1.21641892e-02,0.99546698,-19.24994837,2.74619220e-03,9.23618877e-03
1210,1210,0.99214295,-19.24787697,0.99356573,-19.23938916,1.42278627e-03,8.48781337e-03,0.99375933,-19.23467799,1.61638195e-03,1.31989857e-02
