bus_index,bus_label,true_vm_pu,true_va_deg,pandapower_vm_pu,pandapower_va_deg,pandapower_vm_err_pu,pandapower_va_err_deg,Rust_StateRustimation_vm_pu,Rust_StateRustimation_va_deg,Rust_StateRustimation_vm_err_pu,Rust_StateRustimation_va_err_deg
626,626,1.05078841,-2.55428409,1.05106254,-2.56376576,2.74129636e-04,9.48166487e-03,1.05108373,-2.56318809,2.95315496e-04,8.90399265e-03
627,627,1.05036919,-2.49175635,1.05068761,-2.50313050,3.18422445e-04,1.13741503e-02,1.05071373,-2.50256836,3.44539091e-04,1.08120065e-02
628,628,1.02758908,12.59824119,1.02665554,12.55166072,9.33539271e-04,4.65804643e-02,1.02592858,12.54124000,1.66050810e-03,5.70011934e-02
629,629,1.02496780,12.39003343,1.02416724,12.33846771,8.00555456e-04,5.15657150e-02,1.02340372,12.32768815,1.56407683e-03,6.23452782e-02
630,630,1.02580198,12.95669362,1.02500619,12.90394975,7.95798421e-04,5.27438623e-02,1.02433310,12.89362795,1.46887925e-03,6.30656625e-02
631,631,1.04854973,14.04333083,1.04916906,14.08759000,6.19334717e-04,4.42591669e-02,1.04808691,14.09963260,4.62820168e-04,5.63017638e-02
632,632,1.04836027,22.50712987,1.04786441,22.47850494,4.95853178e-04,2.86249294e-02,1.04790746,22.48127920,4.52809067e-04,2.58506727e-02
633,633,1.04891450,22.52140549,1.04845518,22.49375661,4.59325077e-04,2.76488831e-02,1.04849437,22.49668869,4.20127904e-04,2.47168016e-02
634,634,1.04855961,18.63347203,1.04818584,18.62242601,3.73770195e-04,1.10460215e-02,1.04803425,18.62029176,5.25361372e-04,1.31802720e-02
635,635,1.04871013,18.40776584,1.04926420,18.42925619,5.54072161e-04,2.14903469e-02,1.04889506,18.43548905,1.84923810e-04,2.77232101e-02
636,636,1.04747887,13.41571904,1.04750249,13.43954015,2.36136453e-05,2.38211170e-02,1.04731771,13.43604160,1.61164788e-04,2.03225630e-02
637,637,1.01718787,8.17047576,1.01721475,8.16986272,2.68731015e-05,6.13041827e-04,1.01746813,8.17857950,2.80257205e-04,8.10374077e-03
638,638,0.99118577,15.09388253,0.99074192,15.14116725,4.43854557e-04,4.72847201e-02,0.99077937,15.13639638,4.06403680e-04,4.25138527e-02
639,639,1.04769983,7.47918629,1.04794355,7.49045791,2.43724171e-04,1.12716219e-02,1.04805839,7.49014375,3.58556955e-04,1.09574597e-02
640,640,1.05585235,-7.17683912,1.05541906,-7.18932418,4.33291929e-04,1.24850616e-02,1.05447257,-7.18663828,1.37978545e-03,9.79915865e-03
641,641,1.05116647,-10.21817221,1.05162025,-10.19809763,4.53785237e-04,2.00745827e-02,1.05082928,-10.19253257,3.37188343e-04,2.56396452e-02
642,642,0.94588506,-7.11364231,0.94513924,-7.00552341,7.45822580e-04,1.08118901e-01,0.94600909,-7.00612409,1.24025290e-04,1.07518217e-01
643,643,1.05180289,-5.31427576,1.05141455,-5.28372995,3.88343782e-04,3.05458139e-02,1.05145720,-5.28053726,3.45687863e-04,3.37385036e-02
644,644,1.05299721,-13.34587557,1.05298282,-13.32489598,1.43900430e-05,2.09795926e-02,1.05312152,-13.31964477,1.24303089e-04,2.62308040e-02
645,645,1.05299448,-9.57106884,1.05382457,-9.58780328,8.30095376e-04,1.67344405e-02,1.05435092,-9.58611443,1.35644045e-03,1.50455931e-02
646,646,1.05356250,-15.66332034,1.05390470,-15.67511721,3.42192751e-04,1.17968685e-02,1.05388678,-15.66933694,3.24273433e-04,6.01659400e-03
647,647,1.05475971,-17.03935779,1.05436322,-16.99890257,3.96488385e-04,4.04552190e-02,1.05418696,-16.99240181,5.72744274e-04,4.69559865e-02
648,648,1.05478043,-17.21549062,1.05406951,-17.19700925,7.10926439e-04,1.84813685e-02,1.05405350,-17.18994589,7.26935034e-04,2.55447323e-02
649,649,1.05495403,-7.13729043,1.05552454,-7.17109946,5.70502771e-04,3.38090331e-02,1.05543010,-7.16536385,4.76062149e-04,2.80734208e-02
650,650,1.04030255,15.37027360,1.04015604,15.35944157,1.46511836e-04,1.08320297e-02,1.04042230,15.35362572,1.19747836e-04,1.66478863e-02
651,651,1.03621301,17.05100186,1.03661594,17.04190136,4.02928182e-04,9.10050616e-03,1.03692187,17.03687870,7.08857102e-04,1.41231663e-02
652,652,1.02849393,13.74169984,1.02861000,13.72746889,1.16069174e-04,1.42309543e-02,1.02871609,13.72423711,2.22164599e-04,1.74627306e-02
653,653,1.04895239,-2.38546952,1.04923070,-2.37731464,2.78307076e-04,8.15487775e-03,1.04928983,-2.37656536,3.37439932e-04,8.90415629e-03
654,654,1.04133409,23.86444559,1.04191849,23.88405239,5.84398965e-04,1.96068027e-02,1.04195737,23.88404259,6.23273191e-04,1.95970023e-02
655,655,1.05099872,22.77191928,1.05126532,22.82531814,2.66596199e-04,5.33988609e-02,1.05136029,22.82535700,3.61569684e-04,5.34377166e-02
656,656,1.02855203,18.61080599,1.02837803,18.62812863,1.73992479e-04,1.73226399e-02,1.02837775,18.62396823,1.74278242e-04,1.31622383e-02
657,657,1.04256046,11.98712618,1.04251475,11.98829385,4.57122514e-05,1.16766734e-03,1.04226879,11.98526248,2.91668225e-04,1.86369951e-03
658,658,1.04988688,12.96112526,1.05022565,12.96107804,3.38766743e-04,4.72200736e-05,1.04995530,12.95878901,6.84120366e-05,2.33625344e-03
659,659,1.00920823,9.65144659,1.00929766,9.67099681,8.94236388e-05,1.95502135e-02,1.00918573,9.66578609,2.25036835e-05,1.43395011e-02
660,660,1.00387328,9.40667212,1.00434118,9.43655759,4.67897853e-04,2.98854720e-02,1.00426853,9.43145238,3.95246887e-04,2.47802609e-02
661,661,1.02058815,10.48662632,1.02127640,10.50080858,6.88255366e-04,1.41822616e-02,1.02107212,10.49461791,4.83972302e-04,7.99159189e-03
662,662,1.02469492,10.41562447,1.02509687,10.39795735,4.01958276e-04,1.76671262e-02,1.02483855,10.39105234,1.43633189e-04,2.45721339e-02
663,663,1.00022282,8.57601555,1.00029214,8.56651590,6.93175238e-05,9.49965099e-03,1.00015093,8.56149696,7.18909382e-05,1.45185916e-02
664,664,1.01199679,8.76435000,1.01291552,8.76939351,9.18723306e-04,5.04351031e-03,1.01269999,8.76501326,7.03193750e-04,6.63258300e-04
665,665,1.01925097,15.51906852,1.01923525,15.49662779,1.57135673e-05,2.24407285e-02,1.01931545,15.49231677,6.44883484e-05,2.67517473e-02
666,666,0.99122602,9.99239348,0.99142947,9.99194234,2.03444454e-04,4.51144809e-04,0.99095203,9.98441191,2.73991035e-04,7.98157353e-03
667,667,0.97569009,18.02752365,0.97558843,18.03156399,1.01662627e-04,4.04033671e-03,0.97550734,18.02852055,1.82755875e-04,9.96898394e-04
668,668,0.92142150,13.64177894,0.92057920,13.66933835,8.42301002e-04,2.75594128e-02,0.92069962,13.67061187,7.21885219e-04,2.88329303e-02
669,669,1.06855123,22.20607255,1.06974397,22.13226152,1.19274046e-03,7.38110331e-02,1.06979170,22.12742123,1.24047447e-03,7.86513199e-02
670,670,1.14954832,18.93865276,1.14995391,18.95676288,4.05598990e-04,1.81101204e-02,1.14912274,18.95242058,4.25577345e-04,1.37678165e-02
671,671,0.97331638,9.61993906,0.97351214,9.66651246,1.95763320e-04,4.65733920e-02,0.97369218,9.66349331,3.75802855e-04,4.35542442e-02
672,672,0.82162915,-0.46819412,0.82207707,-0.43614504,4.47917799e-04,3.20490798e-02,0.82218996,-0.42911573,5.60816459e-04,3.90783860e-02
673,673,0.80861665,-0.91915933,0.80934425,-0.93055532,7.27595475e-04,1.13959904e-02,0.80948479,-0.92496967,8.68143010e-04,5.81034377e-03
674,674,0.82578464,1.10853522,0.82592584,1.11896765,1.41192811e-04,1.04324342e-02,0.82601161,1.12372915,2.26963179e-04,1.51939326e-02
675,675,0.92312892,8.10125986,0.92336427,8.07371516,2.35352299e-04,2.75447049e-02,0.92350820,8.07260020,3.79281053e-04,2.86596593e-02
676,676,0.79782228,-3.91808597,0.79799576,-3.94676585,1.73481873e-04,2.86798809e-02,0.79826010,-3.93468126,4.37824549e-04,1.65952861e-02
677,677,0.86644108,0.79110774,0.86657664,0.76868810,1.35557219e-04,2.24196385e-02,0.86661482,0.77112625,1.73734255e-04,1.99814864e-02
678,678,0.99391576,8.15875346,0.99559596,8.24437429,1.68020366e-03,8.56208208e-02,0.99592311,8.24152982,2.00735034e-03,8.27763523e-02
679,679,0.86953702,3.86703249,0.86964267,3.90335033,1.05643358e-04,3.63178366e-02,0.86953315,3.90453046,3.87004977e-06,3.74979633e-02
680,680,0.94299178,6.45313976,0.94333824,6.47692462,3.46461445e-04,2.37848636e-02,0.94323517,6.47927921,2.43398113e-04,2.61394553e-02
681,681,0.91774617,5.89704791,0.91779999,5.89100815,5.38220856e-05,6.03975870e-03,0.91779710,5.89078967,5.09320472e-05,6.25824058e-03
682,682,1.08379753,15.35710092,1.08433940,15.42405526,5.41869884e-04,6.69543404e-02,1.08376651,15.43692331,3.10200564e-05,7.98223873e-02
683,683,1.04977604,16.27106550,1.04988323,16.28162309,1.07191711e-04,1.05575922e-02,1.04961446,16.27581104,1.61581584e-04,4.74554351e-03
684,684,0.94728492,9.26705655,0.94681117,9.22799373,4.73751840e-04,3.90628245e-02,0.94693935,9.22623925,3.45567976e-04,4.08173030e-02
685,685,0.95359524,8.49603394,0.95453229,8.54323747,9.37054257e-04,4.72035313e-02,0.95454412,8.54091481,9.48884325e-04,4.48808669e-02
686,686,0.95796422,18.18686027,0.95857694,18.17822648,6.12720954e-04,8.63378385e-03,0.95808513,18.17721769,1.20918503e-04,9.64257744e-03
687,687,0.93920364,17.61923838,0.93928472,17.63799886,8.10810944e-05,1.87604738e-02,0.93891238,17.63699536,2.91265499e-04,1.77569795e-02
688,688,0.99574049,24.50854113,0.99557612,24.49550822,1.64363046e-04,1.30329053e-02,0.99545648,24.48889350,2.84002381e-04,1.96476248e-02
689,689,0.97099093,18.14404264,0.97134320,18.16921158,3.52270467e-04,2.51689386e-02,0.97141219,18.16955845,4.21256177e-04,2.55158029e-02
690,690,1.03812220,22.83047937,1.03793687,22.84396955,1.85331639e-04,1.34901810e-02,1.03799338,22.83968216,1.28819666e-04,9.20279435e-03
691,691,1.09653839,15.66175690,1.09715205,15.60604819,6.13662280e-04,5.57087125e-02,1.09679234,15.60139084,2.53944523e-04,6.03660640e-02
692,692,0.92028133,5.86146843,0.92003733,5.83308351,2.43999351e-04,2.83849281e-02,0.92014462,5.83223724,1.36713971e-04,2.92311909e-02
693,693,0.92494051,5.27430485,0.92529122,5.27808360,3.50712898e-04,3.77875288e-03,0.92531729,5.27848402,3.76774853e-04,4.17917189e-03
694,694,0.91618801,5.49023642,0.91669904,5.48853362,5.11031377e-04,1.70280006e-03,0.91683232,5.48891964,6.44311743e-04,1.31678010e-03
695,695,0.89812596,4.22234234,0.89841756,4.22418157,2.91605691e-04,1.83923412e-03,0.89853218,4.22471236,4.06222180e-04,2.37002865e-03
696,696,0.90765819,4.84998451,0.90778325,4.82449728,1.25058414e-04,2.54872240e-02,0.90787978,4.82484544,2.21595869e-04,2.51390664e-02
697,697,0.96845576,17.68035430,0.96892709,17.70787336,4.71327754e-04,2.75190600e-02,0.96912120,17.70491656,6.65435924e-04,2.45622565e-02
698,698,0.96355289,16.41304742,0.96389031,16.38999852,3.37417452e-04,2.30488995e-02,0.96416434,16.39164049,6.11452403e-04,2.14069359e-02
699,699,1.00587799,22.11709659,1.00595568,22.09410463,7.76942480e-05,2.29919535e-02,1.00590307,22.08572149,2.50856936e-05,3.13750961e-02
700,700,0.94138643,13.82611325,0.94043057,13.91658611,9.55862889e-04,9.04728646e-02,0.94067979,13.91727618,7.06646847e-04,9.11629336e-02
701,701,1.05646898,18.53315515,1.05702117,18.49725860,5.52190554e-04,3.58965583e-02,1.05705177,18.49350473,5.82794147e-04,3.96504282e-02
702,702,0.87588741,6.14314547,0.87566768,6.11420601,2.19722656e-04,2.89394520e-02,0.87543199,6.12204787,4.55417621e-04,2.10975932e-02
703,703,0.89361575,6.31926113,0.89353124,6.33994810,8.45150546e-05,2.06869731e-02,0.89351689,6.34455586,9.88646093e-05,2.52947345e-02
704,704,0.98096369,8.93095216,0.98101191,8.92158429,4.82181827e-05,9.36787100e-03,0.98100763,8.91970987,4.39358278e-05,1.12422874e-02
705,705,0.98787210,9.90302209,0.98804206,9.91195550,1.69960534e-04,8.93341973e-03,0.98814321,9.90985835,2.71110014e-04,6.83625995e-03
706,706,0.88953832,4.32025947,0.88982397,4.31966273,2.85647388e-04,5.96748572e-04,0.88993499,4.32203318,3.96669870e-04,1.77370641e-03
707,707,0.89002337,4.33592382,0.89032183,4.33555005,2.98462175e-04,3.73773001e-04,0.89046278,4.33758893,4.39406255e-04,1.66511406e-03
708,708,1.05640399,0.32641911,1.05508766,0.30402815,1.31633341e-03,2.23909636e-02,1.05511734,0.30265509,1.28665253e-03,2.37640149e-02
709,709,0.91890500,-7.67142818,0.91860684,-7.69678714,2.98161642e-04,2.53589656e-02,0.91870392,-7.69187249,2.01085225e-04,2.04443113e-02
710,710,0.91493491,-6.13232027,0.91438694,-6.14806307,5.47966854e-04,1.57428038e-02,0.91450283,-6.14459188,4.32080038e-04,1.22716153e-02
711,711,0.93929697,0.58032198,0.93849950,0.59277994,7.97473820e-04,1.24579633e-02,0.93871368,0.59571133,5.83295510e-04,1.53893493e-02
712,712,0.95637580,0.94258103,0.95568819,0.93473087,6.87614548e-04,7.85016891e-03,0.95591227,0.93661541,4.63526791e-04,5.96562022e-03
713,713,1.06468188,5.94734086,1.06451211,5.96255219,1.69767849e-04,1.52113327e-02,1.06448315,5.96070873,1.98729900e-04,1.33678638e-02
714,714,0.86906326,-6.57195694,0.86866796,-6.58155612,3.95298401e-04,9.59917930e-03,0.86871674,-6.57927018,3.46518684e-04,7.31323910e-03
715,715,0.94718348,6.27900968,0.94745748,6.28517475,2.73998278e-04,6.16506677e-03,0.94745950,6.28340866,2.76023542e-04,4.39897723e-03
716,716,0.89197822,-10.89929518,0.89146190,-10.90073280,5.16324178e-04,1.43762112e-03,0.89162496,-10.89371524,3.53263887e-04,5.57994394e-03
717,717,0.88413091,-9.81274291,0.88472400,-9.80959978,5.93083268e-04,3.14312640e-03,0.88468708,-9.80580882,5.56162471e-04,6.93408622e-03
718,718,0.92105262,-5.39498334,0.92120065,-5.40051383,1.48033320e-04,5.53049524e-03,0.92124743,-5.39743311,1.94808162e-04,2.44977414e-03
719,719,0.91627524,-5.51836911,0.91648469,-5.52376932,2.09458641e-04,5.40020927e-03,0.91653222,-5.52064550,2.56987963e-04,2.27638279e-03
720,720,0.82661223,-9.65248246,0.82634974,-9.64671464,2.62489413e-04,5.76782211e-03,0.82634326,-9.64158531,2.68968823e-04,1.08971556e-02
721,721,1.02896171,-1.49922073,1.02885660,-1.50197670,1.05103400e-04,2.75596294e-03,1.02902688,-1.50044414,6.51714055e-05,1.22340566e-03
722,722,0.97496650,1.98241183,0.97516981,1.97101558,2.03311135e-04,1.13962481e-02,0.97521560,1.97127332,2.49099351e-04,1.11385095e-02
723,723,0.95665961,-0.63442856,0.95712279,-0.61959243,4.63177438e-04,1.48361311e-02,0.95718482,-0.61813687,5.25210949e-04,1.62916913e-02
724,724,0.82907171,-14.33069487,0.82934286,-14.35357821,2.71152142e-04,2.28833398e-02,0.82942923,-14.34437809,3.57524695e-04,1.36832230e-02
725,725,1.02198385,-3.32706824,1.02205743,-3.33332456,7.35799813e-05,6.25631664e-03,1.02231257,-3.33276541,3.28719791e-04,5.69716732e-03
726,726,0.94854138,-3.57401121,0.94833491,-3.58677870,2.06470618e-04,1.27674873e-02,0.94800654,-3.58497847,5.34844239e-04,1.09672601e-02
727,727,0.95671353,-5.41903100,0.95657821,-5.39546455,1.35320863e-04,2.35664523e-02,0.95687503,-5.39158486,1.61494614e-04,2.74461462e-02
728,728,0.97132786,0.73129377,0.97091987,0.67274125,4.07988298e-04,5.85525194e-02,0.97099680,0.67597543,3.31067041e-04,5.53183354e-02
729,729,0.97726001,1.23888020,0.97790967,1.24872887,6.49666118e-04,9.84866658e-03,0.97804372,1.25123482,7.83711674e-04,1.23546156e-02
730,730,0.93923422,-9.72458119,0.93949869,-9.71990492,2.64462024e-04,4.67626904e-03,0.93937893,-9.71602396,1.44703084e-04,8.55723370e-03
731,731,1.04060150,-2.91412253,1.04075184,-2.83291357,1.50338459e-04,8.12089677e-02,1.04092230,-2.83304326,3.20798334e-04,8.10792771e-02
732,732,0.95862300,-5.85550455,0.95848542,-5.81758492,1.37588030e-04,3.79196339e-02,0.95852614,-5.81436878,9.68597625e-05,4.11357718e-02
733,733,0.94867798,-6.38932793,0.94888019,-6.36998055,2.02210249e-04,1.93473780e-02,0.94893430,-6.36628418,2.56314132e-04,2.30437517e-02
734,734,0.96067147,-5.61840701,0.96121804,-5.60649030,5.46569150e-04,1.19167091e-02,0.96126961,-5.60308263,5.98143880e-04,1.53243797e-02
735,735,1.03737313,-2.78149708,1.03727090,-2.75815055,1.02224748e-04,2.33465320e-02,1.03716169,-2.75779266,2.11434980e-04,2.37044224e-02
736,736,0.99213816,-4.67774832,0.99241583,-4.70753954,2.77673098e-04,2.97912213e-02,0.99259119,-4.70573507,4.53036036e-04,2.79867534e-02
737,737,0.93021994,-6.14721145,0.93044345,-6.12472336,2.23510244e-04,2.24880881e-02,0.93050883,-6.12072193,2.88881220e-04,2.64895226e-02
738,738,1.05736186,0.02859202,1.05885587,0.07371101,1.49400397e-03,4.51189850e-02,1.05903157,0.07436368,1.66971202e-03,4.57716629e-02
739,739,0.99534842,0.21369414,0.99522395,0.19643496,1.24465895e-04,1.72591856e-02,0.99534514,0.19741575,3.27661242e-06,1.62783959e-02
740,740,0.98655113,-4.44627180,0.98633237,-4.45204083,2.18756735e-04,5.76902808e-03,0.98644724,-4.45001213,1.03890662e-04,3.74033178e-03
741,741,0.94604595,-6.69353392,0.94648209,-6.68340227,4.36139900e-04,1.01316475e-02,0.94670340,-6.68047655,6.57449941e-04,1.30573681e-02
742,742,1.08931836,1.80007747,1.08970493,1.82300027,3.86567127e-04,2.29228021e-02,1.08989540,1.82246910,5.77040360e-04,2.23916325e-02
743,743,1.08931704,1.80008230,1.08853236,1.74581137,7.84679149e-04,5.42709258e-02,1.08874522,1.74420624,5.71818798e-04,5.58760562e-02
744,744,0.84430871,-8.21688179,0.84427756,-8.19798212,3.11419764e-05,1.88996730e-02,0.84430868,-8.18847914,3.03188100e-08,2.84026570e-02
745,745,1.09667561,0.57434501,1.09650718,0.61360475,1.68433319e-04,3.92597426e-02,1.09660266,0.61208238,7.29574237e-05,3.77373711e-02
746,746,0.95281739,2.22506295,0.95356707,2.31356291,7.49683841e-04,8.84999525e-02,0.95343620,2.31484983,6.18813219e-04,8.97868732e-02
747,747,0.93063886,-2.39668323,0.93065746,-2.39930447,1.86011102e-05,2.62124535e-03,0.93087550,-2.39504367,2.36638565e-04,1.63955288e-03
748,748,0.93405145,1.61128256,0.93500899,1.65448757,9.57545410e-04,4.32050083e-02,0.93519139,1.65750175,1.13994090e-03,4.62191817e-02
749,749,0.95863558,-8.60369754,0.95821317,-8.63773675,4.22413069e-04,3.40392171e-02,0.95827070,-8.63440934,3.64883730e-04,3.07118018e-02
750,750,1.07568133,-6.72510673,1.07587468,-6.75452933,1.93350572e-04,2.94226036e-02,1.07561300,-6.75295117,6.83371065e-05,2.78444417e-02
751,751,1.04248822,-5.60298884,1.04334763,-5.61593209,8.59413557e-04,1.29432495e-02,1.04297138,-5.61309971,4.83168281e-04,1.01108697e-02
752,752,1.04122378,-5.86407757,1.03932567,-5.91507159,1.89811394e-03,5.09940199e-02,1.03914293,-5.91288053,2.08085104e-03,4.88029556e-02
753,753,1.00346303,-6.46603726,1.00310395,-6.44301519,3.59073089e-04,2.30220720e-02,1.00308769,-6.44085617,3.75334663e-04,2.51810902e-02
754,754,1.00054536,-6.78106407,1.00042402,-6.82678916,1.21343291e-04,4.57250870e-02,1.00036382,-6.82434133,1.81543948e-04,4.32772525e-02
755,755,0.95700934,-1.05009944,0.95697309,-1.06430642,3.62573896e-05,1.42069830e-02,0.95721379,-1.05934937,2.04444466e-04,9.24992870e-03
756,756,0.95679831,-1.06066931,0.95647991,-1.08958957,3.18396804e-04,2.89202653e-02,0.95671244,-1.08504900,8.58702436e-05,2.43796888e-02
757,757,0.92417181,-3.04305958,0.92403860,-3.04800643,1.33202518e-04,4.94685275e-03,0.92427678,-3.04260402,1.04977371e-04,4.55560706e-04
758,758,0.92010533,-3.48245602,0.92012155,-3.48801284,1.62193758e-05,5.55682213e-03,0.92041790,-3.48149739,3.12570257e-04,9.58629475e-04
759,759,0.91211098,-4.57783238,0.91210064,-4.57322728,1.03354736e-05,4.60509722e-03,0.91240934,-4.56458674,2.98359424e-04,1.32456426e-02
760,760,0.87361019,-3.95073373,0.87295466,-4.00814470,6.55521133e-04,5.74109724e-02,0.87297744,-3.99865245,6.32749497e-04,4.79187215e-02
761,761,0.92792973,-4.93681028,0.92751235,-4.98555142,4.17383307e-04,4.87411420e-02,0.92749794,-4.98061552,4.31793381e-04,4.38052461e-02
762,762,0.92931986,-4.82580149,0.92853898,-4.78224389,7.80879202e-04,4.35575977e-02,0.92848953,-4.77765042,8.30329852e-04,4.81510696e-02
763,763,1.00954383,-0.52090124,1.00984132,-0.50448204,2.97484167e-04,1.64192058e-02,1.00993085,-0.50148793,3.87015081e-04,1.94133164e-02
764,764,1.01198782,-0.74443222,1.01209412,-0.69213415,1.06301530e-04,5.22980729e-02,1.01220264,-0.68906266,2.14823348e-04,5.53695608e-02
765,765,1.06505024,-0.05881585,1.06295591,-0.08666377,2.09433186e-03,2.78479273e-02,1.06295713,-0.08468705,2.09310793e-03,2.58712034e-02
766,766,1.06157658,-0.44650636,1.06346530,-0.44044054,1.88872913e-03,6.06581885e-03,1.06358252,-0.43769114,2.00594825e-03,8.81522230e-03
767,767,0.99396999,-3.07055870,0.99424974,-3.06138083,2.79745733e-04,9.17787350e-03,0.99422893,-3.06023430,2.58934932e-04,1.03243968e-02
768,768,0.99969946,-3.99482751,0.99983326,-3.98137693,1.33799973e-04,1.34505849e-02,0.99982333,-3.97962073,1.23870104e-04,1.52067843e-02
769,769,1.01050192,12.25701369,1.01062651,12.25713646,1.24588482e-04,1.22775930e-04,1.01091448,12.26207477,4.12554368e-04,5.06108602e-03
770,770,0.97735861,-4.03007393,0.97784179,-4.00508727,4.83185852e-04,2.49866644e-02,0.97790125,-4.00231461,5.42638918e-04,2.77593220e-02
771,771,1.09159662,0.86815284,1.09296846,0.85041017,1.37184536e-03,1.77426640e-02,1.09310698,0.84923438,1.51035753e-03,1.89184525e-02
772,772,1.09531546,-3.51761205,1.09534152,-3.49872718,2.60527862e-05,1.88848703e-02,1.09555906,-3.49903218,2.43600877e-04,1.85798717e-02
773,773,0.99224123,-7.43128732,0.99222121,-7.41639793,2.00161257e-05,1.48893945e-02,0.99233271,-7.41242753,9.14803848e-05,1.88597869e-02
774,774,1.08219513,-5.84107730,1.08214339,-5.86826960,5.17403677e-05,2.71923088e-02,1.08179242,-5.86634187,4.02708551e-04,2.52645762e-02
775,775,0.95876539,-0.88612537,0.95866848,-0.91273527,9.69103085e-05,2.66098915e-02,0.95885661,-0.90812268,9.12131968e-05,2.19973050e-02
776,776,1.06504066,5.37560529,1.06484243,5.30284592,1.98230360e-04,7.27593753e-02,1.06496562,5.30120892,7.50331112e-05,7.43963756e-02
777,777,1.06538851,5.37560744,1.06539875,5.33012384,1.02355061e-05,4.54836077e-02,1.06564759,5.32868039,2.59077616e-04,4.69270566e-02
778,778,0.85158419,-17.95623990,0.85163670,-17.95821557,5.25051073e-05,1.97566830e-03,0.85184956,-17.94707761,2.65364499e-04,9.16228927e-03
779,779,0.84988134,-18.05671668,0.84932628,-18.08812531,5.55056433e-04,3.14086294e-02,0.84951479,-18.07419536,3.66546586e-04,1.74786870e-02
780,780,0.88280189,-17.42428705,0.88260776,-17.34582158,1.94128454e-04,7.84654697e-02,0.88267093,-17.32098091,1.30956457e-04,1.03306141e-01
781,781,0.91681385,-17.77204983,0.91614125,-17.78140574,6.72599183e-04,9.35590785e-03,0.91633408,-17.76553661,4.79766423e-04,6.51321990e-03
782,782,0.91330011,-14.61225112,0.91314385,-14.60119574,1.56256223e-04,1.10553807e-02,0.91350499,-14.59334611,2.04883702e-04,1.89050107e-02
783,783,0.92715751,-14.48799870,0.92661995,-14.49066701,5.37563301e-04,2.66830909e-03,0.92694658,-14.48232254,2.10928642e-04,5.67615344e-03
784,784,0.96021892,-5.13642612,0.95943090,-5.12468558,7.88014418e-04,1.17405414e-02,0.95960407,-5.12155814,6.14844575e-04,1.48679810e-02
785,785,0.95886256,-5.19470214,0.95804195,-5.19500408,8.20614674e-04,3.01938475e-04,0.95817285,-5.19181855,6.89716052e-04,2.88359202e-03
786,786,0.88318406,-15.88197245,0.88355450,-15.86821963,3.70442172e-04,1.37528152e-02,0.88378327,-15.85951568,5.99207807e-04,2.24567712e-02
787,787,0.94239028,-15.10955292,0.94168488,-15.11004121,7.05400348e-04,4.88298861e-04,0.94198324,-15.12890927,4.07046869e-04,1.93563547e-02
788,788,0.94213366,-15.14699026,0.94239548,-15.09760665,2.61819254e-04,4.93836060e-02,0.94278517,-15.10490207,6.51506901e-04,4.20881881e-02
789,789,1.10802086,-13.46653934,1.10859080,-13.51804108,5.69946667e-04,5.15017429e-02,1.10881301,-13.51210871,7.92157260e-04,4.55693665e-02
790,790,1.10804549,-13.49008605,1.10924624,-13.50148054,1.20075296e-03,1.13944923e-02,1.10935917,-13.49946164,1.31368080e-03,9.37558789e-03
791,791,1.10756778,-13.48936349,1.10662884,-13.49488138,9.38941612e-04,5.51789115e-03,1.10683513,-13.48893521,7.32654600e-04,4.28275220e-04
792,792,1.07122954,0.10677915,1.07173127,0.15271080,5.01724465e-04,4.59316576e-02,1.07183590,0.15178654,6.06359447e-04,4.50073905e-02
793,793,0.97490629,-3.66382067,0.97477701,-3.69337419,1.29276404e-04,2.95535167e-02,0.97495397,-3.69181883,4.76768054e-05,2.79981570e-02
794,794,0.97723793,-3.58770760,0.97689941,-3.61032720,3.38516776e-04,2.26195945e-02,0.97712515,-3.60878616,1.12772074e-04,2.10785628e-02
795,795,1.06393828,-2.21979062,1.06289812,-2.25221240,1.04016172e-03,3.24217767e-02,1.06321524,-2.25256881,7.23044731e-04,3.27781913e-02
796,796,0.99276728,-5.91059880,0.99281407,-5.90724761,4.67921206e-05,3.35119156e-03,0.99289096,-5.90336111,1.23683948e-04,7.23769251e-03
797,797,0.99432571,-5.79676027,0.99373676,-5.79502083,5.88949130e-04,1.73944573e-03,0.99383633,-5.79129642,4.89373223e-04,5.46385439e-03
798,798,0.93877299,-11.19794833,0.93843363,-11.20120060,3.39358563e-04,3.25227291e-03,0.93864315,-11.19366320,1.29839144e-04,4.28512820e-03
799,799,0.94651419,-10.62614881,0.94613354,-10.63437848,3.80642811e-04,8.22966912e-03,0.94636600,-10.62864855,1.48186936e-04,2.49974082e-03
800,800,0.95827129,-6.00424954,0.95886641,-6.03498037,5.95122813e-04,3.07308360e-02,0.95913698,-6.03087829,8.65691309e-04,2.66287572e-02
801,801,0.96627296,-5.52987199,0.96599310,-5.59026025,2.79860199e-04,6.03882580e-02,0.96628016,-5.58659216,7.20351253e-06,5.67201700e-02
802,802,1.03498780,-1.87023729,1.03496614,-1.84136855,2.16598061e-05,2.88687359e-02,1.03506806,-1.84102562,8.02574243e-05,2.92116725e-02
803,803,1.08329228,-15.20383571,1.08351675,-15.20980927,2.24477614e-04,5.97355536e-03,1.08364064,-15.20516181,3.48359734e-04,1.32609960e-03
